"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110+"
"1940",-1.88202121385301,-2.97303188803322,-3.91673408515827,-4.60627079143212,-4.98643060539944,-5.36210949963582,-5.56358584416292,-5.68368577295708,-5.83002620123045,-6.13625913201122,-5.98032680269753,-6.11612115170754,-6.31996861408002,-5.94955514403077,-6.1413576366826,-6.04317898279466,-5.91970218088109,-5.7026830792129,-5.45076948973971,-5.34561863966605,-5.36338936329175,-5.4521680913663,-5.3845290633671,-5.21397621811429,-5.32015406115721,-5.37217921514649,-5.27851473925186,-5.16711368093269,-5.14972496249821,-5.28342875405429,-5.05396041883463,-5.16186524341254,-4.97811970241958,-4.94695651743307,-5.07982461344925,-4.96987730162409,-4.93980411333566,-4.96213088503664,-4.85017598415944,-5.0110353741176,-4.7669834821507,-4.81663223252846,-4.52617417976159,-4.69860213078064,-4.70311383031822,-4.51706773776655,-4.44808097074532,-4.45554401203228,-4.33651803944312,-4.52248481936948,-4.16878797524521,-4.28431933026984,-4.22776167566245,-4.21495408864267,-4.04372749642557,-3.95623616010447,-3.87169713395658,-3.89124046624562,-3.71468969101375,-3.90997510381085,-3.53119217827834,-3.64039409829861,-3.46804256109165,-3.35235007626817,-3.28368104823432,-3.17277976272525,-3.18895301121695,-3.09561890937658,-2.80039577968254,-3.12809863081013,-2.5357916065041,-2.66255116103099,-2.46468058274332,-2.3269904968328,-2.3500646164284,-2.1360288245285,-2.1840023771671,-2.16539166381784,-1.84258129582664,-2.05530322902676,-1.59306763952078,-2.05464747082189,-1.66436939596032,-1.83237523501492,-1.53277784251119,-1.27576960314562,-1.39372993662251,-1.45360578988145,-1.22223861313283,-1.21547200071896,-1.00550179913676,-1.59699563954421,-1.24688726430367,-1.27704182919286,-1.13535200204815,-1.35229494756617,-1.11577268972047,-0.899268928270976,-0.634170975459648,-0.824566519426781,-1.00284312330468,-1.55802737491979,-0.980983931640515,-0.590139430485716,0.0575110738703116,-1.18019117566114,-Inf,-Inf,-Inf,-0.368108631564633,-0.219135344916688
"1941",-1.73758383278229,-2.64552620776385,-3.62208098857552,-4.33605949912175,-4.91305496575739,-5.30614794566323,-5.41372821805936,-5.66187307157899,-5.73899523041195,-5.86289544631327,-6.0946053060275,-5.96074137446514,-6.12705520141433,-6.16915683551827,-5.94649118146525,-5.92417980030239,-5.60131614311171,-5.59456938968288,-5.57723793333124,-5.42592349115318,-5.16553625531422,-5.26237123977457,-5.21213967030698,-5.41059060903082,-5.19648306066677,-5.23646996322196,-5.23534256738665,-5.22283890537213,-5.18284811674192,-5.1608188533624,-5.14834683997174,-5.06245504282605,-5.01148565555109,-5.00311365269741,-4.98467519242672,-4.86614541561131,-4.92758173896097,-4.93020804498364,-4.76264304481266,-4.88382644723256,-4.79802704469743,-4.86978698550888,-4.48410365800865,-4.71744342847088,-4.4825101732522,-4.41100240691046,-4.59067573983764,-4.53303558822889,-4.26179327019335,-4.35417803185414,-4.18114505235902,-4.47195134220187,-4.00671837426747,-4.11426159606246,-4.01983095806245,-3.82758994945332,-3.99388403190847,-3.90663753315181,-3.69256624197193,-3.73153646457992,-3.41476906169225,-3.73836385921284,-3.20142891126448,-3.27905054790427,-3.22688279527012,-3.048015531478,-3.05618316046321,-2.98212527014777,-2.76463642573245,-2.85715363970796,-2.50516650159538,-2.81117987360868,-2.23360955499065,-2.33610051233186,-2.21217782191858,-2.09200007092723,-2.19946909438107,-1.94703177784577,-1.77024066834174,-1.92540286812505,-1.5407797636272,-1.96852290105602,-1.62233066797606,-1.62397811063116,-1.46400512322656,-1.25576095797824,-1.31093460135074,-1.32729741619224,-1.0308181353568,-1.33048507917146,-0.932150841118093,-1.42261400644273,-1.06910688591054,-1.24501704576343,-1.0790096813746,-0.96237132026182,-0.864754342036698,-1.21478100304254,-0.261106355966233,-1.14653442967867,-0.929832002440822,-1.53509139730544,-0.527627657349536,-1.20720134378856,-1.43389343491917,-1.01160191167898,-0.117967427655543,-0.198851018745178,-Inf,-Inf,-Inf
"1942",-1.85146488864049,-2.83137104213703,-3.65085176001728,-4.35620295466442,-4.8152741237945,-5.11316648274392,-5.35256238140043,-5.61769652574307,-5.77506367666116,-5.86465570024429,-5.86043628470158,-5.94153217835977,-6.02192375459269,-5.99869059219972,-5.95185929251562,-5.81919332616753,-5.61797181824309,-5.53759029979213,-5.38061260927487,-5.38714858025465,-5.26237123977457,-5.1243640594246,-5.28638879568276,-5.1923370430108,-5.28995245021641,-5.28283779569965,-5.3308405582536,-5.26565658430849,-5.1643110867003,-5.29951808712456,-5.15456340290334,-5.1792906601264,-5.08854278297278,-5.01509522481835,-5.11549593471243,-4.93353537371541,-4.99245162366263,-4.97971819146153,-4.76112248776198,-4.84380815826095,-4.82133812356588,-4.98365262276637,-4.64422291325179,-4.65467560589193,-4.54275892586669,-4.37112626020559,-4.72395372197806,-4.6180528118191,-4.36978190825744,-4.35534575609255,-4.24330871536206,-4.55229314638732,-4.19903863333677,-4.0712532309987,-4.10682208373321,-3.95154376359043,-3.85191616469603,-3.96263232325469,-3.82410370739026,-3.75814379101572,-3.3334172452412,-3.84095894699714,-3.41650393147954,-3.30141539711532,-3.21500831334171,-3.0790486672283,-3.03559639364913,-3.12789317715633,-2.81028228208551,-3.04548990556955,-2.36189994792973,-3.00568160440766,-2.53756086981489,-2.30988164822668,-2.27152256754223,-2.02232046187013,-2.19300449442531,-2.12280008385209,-1.77914733757729,-2.15114379451357,-1.58540893463474,-2.06060408589422,-1.74943588266164,-1.75056378453867,-1.47872548937338,-1.31525824514605,-1.35041383557203,-1.48321062999505,-1.37343736761738,-1.44418622033574,-0.933009718481029,-1.56967888266075,-1.15552555608831,-1.21418140186041,-1.27311211510603,-0.924151547286004,-1.07561477047541,-0.679445479063008,-0.534722219928187,-1.17859099838956,-0.664120558736234,-1.98982755442039,-0.679581610388516,-0.731707152051084,-0.859308027914728,-1.08518878833608,-Inf,-0.22314355131421,-Inf,-Inf,0.704039641726369
"1943",-1.86065305992922,-2.94384215730005,-3.79659830401273,-4.40231097797659,-4.77869058682898,-5.25162463855605,-5.51423707277293,-5.62321682681663,-5.88890795878289,-5.89216234603412,-6.03353732352989,-6.07658680052482,-6.11476276345248,-6.01863021518075,-5.98111825505384,-5.95109065296971,-5.7916305652294,-5.58733366201295,-5.26295022271074,-5.33851455629945,-5.32343006736311,-5.22302438251261,-5.14765849026292,-5.33353012230378,-5.31892832045216,-5.23365385322231,-5.293329825037,-5.27949561230745,-5.14028850232313,-5.13009473413358,-5.17397809229243,-5.291937759584,-5.2112226596971,-5.08256103366784,-5.05568496264998,-4.9982127740977,-4.96013231192315,-4.95884962094703,-4.86342291441587,-4.80349918092786,-4.75204738184885,-4.94540950917855,-4.81404107801558,-4.64505511968701,-4.53322168667551,-4.4704644831358,-4.5548573721145,-4.59324161512282,-4.52589700509358,-4.37437597574336,-4.1854077731791,-4.52101287798137,-4.25106855016849,-4.16067669091245,-4.13410462079598,-4.00205712813213,-3.94811661307638,-3.99431824815498,-3.84142475658261,-3.92116466334543,-3.45973792667609,-3.7507123055459,-3.61351227509405,-3.49288513039934,-3.2905866724222,-3.1398798186417,-3.1134353124102,-3.18445024385321,-3.00547962500887,-3.0249345393622,-2.5873248316917,-2.89032775886414,-2.59132105392459,-2.58822924342026,-2.31507274011333,-2.16078175741968,-2.17340063461322,-2.13722320852512,-1.98863603816654,-2.04439105028824,-1.66828598824331,-2.08788508830274,-1.75524433593424,-1.6951101864225,-1.59085171095842,-1.48933756382256,-1.42392146474363,-1.39451203389238,-1.26310728695146,-1.43870406793764,-1.11425398465807,-1.75896513028623,-1.26915864604138,-1.37019662769082,-1.19515843196073,-1.02173180633231,-0.986482536079506,-1.26917643548904,-0.295292290173394,-1.17609502586397,-0.306416470508031,-1.14820702642008,-0.369642951974555,-1.0434992986152,-0.688575645965796,-0.402697940251051,-Inf,-Inf,0.28768182245175,-Inf,0.294371150602573
"1944",-1.94007619967934,-2.99853620088673,-3.91207300667819,-4.52156460213329,-4.94078279219742,-5.22469522667742,-5.72357710198438,-5.76800104698285,-6.01248391433206,-5.95339834630153,-6.15257270750274,-6.08621488365379,-6.3407383755664,-6.18894035167361,-6.1066509569171,-5.93508421367187,-5.82256601064617,-5.61962516664948,-5.52021169846181,-5.39152974827022,-5.38780453304957,-5.36189634819091,-5.29512247565152,-5.18284811674192,-5.1764537787912,-5.30897394673657,-5.34373323007852,-5.19576077822294,-5.28028100406194,-5.35087461728671,-5.21618453700951,-5.36809626115595,-5.14714253875092,-5.08854278297278,-5.00222079549524,-4.99142107517245,-5.0338015721281,-4.84291988969166,-4.8426662435267,-4.99554965667822,-4.6938921160489,-4.87592959124396,-4.65320563502665,-4.84139897685096,-4.63790001061101,-4.42945372824627,-4.45959906266887,-4.4904139486899,-4.3234558853161,-4.44288128294437,-4.17488239244858,-4.39653132087676,-4.16594798108179,-4.18836956821618,-4.02996230329283,-3.84820349271519,-3.87747666167556,-3.91182302542548,-3.73584528339468,-3.883678532419,-3.48927478119742,-3.7580151929488,-3.43541622504884,-3.50342946264545,-3.32440302108313,-2.9747538671688,-3.11814852600183,-3.08399534267438,-2.93251337273244,-3.10327294179611,-2.54104534842015,-2.93326464523552,-2.43294437921492,-2.61053790228819,-2.44510533598513,-2.02016182384146,-2.15306224795148,-2.04384276443997,-1.88678688901276,-2.14997560018562,-1.66176858681953,-2.05693668633977,-1.72051473508804,-1.79264586195804,-1.58367270454807,-1.38770735893127,-1.45616333055431,-1.39790955709221,-1.18355598659835,-1.29109691494249,-1.10605390896873,-1.61401336386592,-1.24075436130739,-1.36003419729238,-1.32855767007,-1.16967444250093,-0.912687232284531,-0.983670619205468,-0.656639760443897,-1.16912703190034,-0.371761025928301,-1.52612670597325,-0.25732617697024,-0.642320995250856,-1.31372442828534,-0.910273869549324,-Inf,0.149049979056809,0.733969015080188,-Inf,-Inf
"1945",-2.00503932710538,-3.14430188986346,-4.0447547178821,-4.72147930838847,-5.09016563305306,-5.39196892262949,-5.72082690926546,-5.80415544880299,-5.95686990234348,-6.1334890471374,-6.12248480954639,-6.30891877789343,-6.20564835705072,-6.28449422588636,-6.06403523994282,-6.1739461167033,-5.92717605722562,-5.73465413832329,-5.605658076663,-5.447281519688,-5.39747493808126,-5.44149513622436,-5.22043082789097,-5.22302438251261,-5.12891220168731,-5.29114316280004,-5.22953785115321,-5.19125829425463,-5.23646996322196,-5.32015406115721,-5.23215516429437,-5.40234543697208,-5.15577667976593,-5.15855542417288,-5.03180785932906,-4.99259893161016,-4.91359933158466,-4.93311885166843,-4.8965925780556,-4.8813190226262,-4.68583808905555,-4.89058815678681,-4.68963934261454,-4.76182399603347,-4.62557699576575,-4.50931470034457,-4.53424584765139,-4.4734404153102,-4.31871386446213,-4.33896714521343,-4.2441447193121,-4.46297642028492,-4.11910867736872,-4.14376592555582,-4.13641733864401,-3.9132737873298,-3.89408486029713,-4.02524769614277,-3.77091414446827,-3.82823347969846,-3.54505620480442,-3.82035581690232,-3.56591873471513,-3.27998024927149,-3.46894103374868,-3.23762550670607,-3.08401718842156,-3.12424769578942,-2.96675616531747,-3.15350952143695,-2.7647792953483,-2.93976790563656,-2.57774588489215,-2.50284254052155,-2.58220640749049,-2.2716873816662,-2.09336198300258,-2.13571564075901,-1.89051517805601,-2.20550375534348,-1.75470070679158,-2.0551470571124,-1.7758231299297,-1.70909803955585,-1.62078707119099,-1.46754780143448,-1.48118542876399,-1.29409082010642,-1.10170205709019,-1.48045999616553,-0.951071117887492,-1.48494411108627,-1.0095964220109,-1.37338603321918,-1.14092289061482,-0.953105142496967,-0.929510225621939,-0.942673208981635,-0.348242029692348,-0.993142079026888,-0.0712994581853525,-0.74714940394263,-1.77456022780199,-0.0593031828016799,-Inf,0.209942398259596,-Inf,0.48976642731737,1.4096678113151,NA,-Inf
"1946",-2.01202965262058,-3.17387855893747,-4.04572584131965,-4.77087064176581,-5.21103935844098,-5.62709924988524,-5.73002378586143,-5.9001623887012,-6.19040340972537,-6.29419257776503,-6.39313685697745,-6.46178822756464,-6.39253930691485,-6.54450201968328,-6.16534185711927,-6.10754902612878,-6.16059351011595,-5.8273069609417,-5.57618113006248,-5.51796702860799,-5.40412242544501,-5.26720637152298,-5.27538239526554,-5.24193703311193,-5.24496619105104,-5.19558028909692,-5.22432368663971,-5.26681869948867,-5.30816570260285,-5.30675284536914,-5.19467833178855,-5.26778816151321,-5.18338282845594,-5.11183779960542,-5.11532936521092,-5.0215951343326,-4.97247283300191,-4.98848248945512,-4.8118254197975,-4.98248525067991,-4.74719468601751,-4.94611239808076,-4.6336725464608,-4.73448192246843,-4.72960026436627,-4.48277557777449,-4.52848696121713,-4.5319197242485,-4.27299287364976,-4.34334452808154,-4.17397235598432,-4.40927450916702,-4.14250592412912,-4.12521622588919,-4.03503845632469,-4.04247343481221,-3.91212301042848,-3.87006565566764,-3.7439694204319,-3.77696777443528,-3.44555687576258,-3.83919084677848,-3.47331656354018,-3.40114738291211,-3.25455481732522,-3.21291860439407,-3.06720679321268,-2.94135773109066,-2.84881339456198,-2.98491103492241,-2.59499833982173,-2.92816708739157,-2.50818346509251,-2.52661653836955,-2.36286602387898,-2.28032470415595,-2.16864003594045,-1.89652682750517,-1.74801630548017,-1.99670462050729,-1.66369876356054,-2.01300981378965,-1.64149633612799,-1.62412017122024,-1.53987453704878,-1.3022584063118,-1.35731048139618,-1.31735055750341,-1.07739889226891,-1.36210919433154,-0.812216793502058,-1.3200086172653,-1.05866683820037,-1.23663719057198,-1.19359682150117,-0.797796837826366,-0.649335100803414,-0.78362565189009,-0.499898872077069,-0.573674905804983,-0.247114830378175,-2.06782131874416,-0.126451372365318,-1.15684115759367,-0.228765575316701,0.993376580036377,-Inf,-Inf,-Inf,NA,-Inf
"1947",-2.09174896830189,-3.37441914062955,-4.17559800253669,-4.98716293791111,-5.41148606465367,-5.7430431886095,-5.82087824653245,-6.00111092415979,-6.15257270750274,-6.29040981183847,-6.47337882737955,-6.5002921682113,-6.50897915902477,-6.55921331827359,-6.22668067965646,-6.15210289307079,-5.87885040273885,-5.92717605722562,-5.77926061583216,-5.44357437920518,-5.62765511426865,-5.33394454419119,-5.29034919689886,-5.21932136032154,-5.29253412179231,-5.32630540308821,-5.27148071259448,-5.35192913599669,-5.33685031626482,-5.38104701414703,-5.26914698924826,-5.39526889262449,-5.28146024948161,-5.16676292680773,-5.237786866808,-5.2189518111673,-5.05427375112609,-4.98804244544362,-5.00400730780603,-4.9971762744121,-4.84979276897942,-5.01298805967985,-4.79936191535253,-4.73311720031871,-4.81354828510183,-4.67688103354209,-4.771579024322,-4.62313051136508,-4.36465834051279,-4.49936976710188,-4.27947004634879,-4.55991005458323,-4.30365917559987,-4.22783024160578,-4.22276901747848,-4.04321428112049,-4.09354488205154,-4.11683560005763,-3.79851576463455,-3.92591911062026,-3.59849045438626,-3.84081924642181,-3.60575227754005,-3.47547921508272,-3.35095113523806,-3.26835497633488,-3.15630016638572,-3.14746255158503,-2.9049048535935,-3.02598531672501,-2.74127611900084,-3.00521711276521,-2.64421661587358,-2.55839389155777,-2.50952316527383,-2.22858212635321,-2.45379177729858,-2.14019417168897,-1.82962334330394,-2.06556230543,-1.7395067352499,-2.04174506651036,-1.84846951301265,-1.61118443672011,-1.52179340258205,-1.44012561023379,-1.34438112222342,-1.44153649455145,-1.23051529355018,-1.26357419981702,-1.04202120239468,-1.56180556112852,-1.14137053150788,-1.34646229641852,-1.30089862190371,-1.05025650454232,-1.13247728928765,-0.946226880301817,-0.621876372208995,-0.706986503750314,-0.0836403380587173,-0.846109566687898,-0.95326596799905,-0.4772683535706,-Inf,-Inf,1.4096678113151,-Inf,0.302087070485962,-Inf,-Inf
"1948",-2.12318446462775,-3.33774382388453,-4.16157470251866,-4.84787889279714,-5.39902207066967,-5.75276265687792,-5.93659764566714,-5.99909357427247,-6.12934825447137,-6.30562749680936,-6.47922489794298,-6.54172424011938,-6.6966843089022,-6.54311216539423,-6.35329561819608,-6.32721704280485,-6.16249014416008,-5.89035304573957,-5.7430431886095,-5.71413588673569,-5.54064373727902,-5.44172594984339,-5.40991954312934,-5.32651110091882,-5.28165692565493,-5.30917610988291,-5.35361868233313,-5.27773073293965,-5.2873774265097,-5.3540415153204,-5.44588973101517,-5.35827970772072,-5.35785507926423,-5.28896127162401,-5.3572184744682,-5.20391669112655,-5.15179571388527,-5.15300563538798,-4.88184637926334,-5.03626084173523,-4.88594285013894,-4.94246275899321,-4.83144363031123,-4.82994005904689,-4.73357190079262,-4.71621348478142,-4.73073340896344,-4.78369894454335,-4.44987730158206,-4.49936976710188,-4.2411522677941,-4.39304713795735,-4.24351765083658,-4.27932565244196,-4.17527266173934,-4.11352738163887,-4.03645308380632,-4.1208322850592,-3.93309343604744,-3.8427301789322,-3.74038329698105,-3.85815053996366,-3.56878797385612,-3.57769592515332,-3.45881590133456,-3.31574471883652,-3.20937113785395,-3.30114392355518,-3.05563090896234,-2.96165940322086,-2.81683323356137,-2.95911109009835,-2.69022010620484,-2.67969600760568,-2.55616207892921,-2.48725340125647,-2.32904201105641,-2.28553133842822,-2.14129141380896,-2.06031365177166,-1.93595090735076,-2.15369967895393,-1.83665223811879,-1.83454589197461,-1.67036695558201,-1.56336094947801,-1.5816330746738,-1.56648858229767,-1.22994039602352,-1.39034656020008,-1.24140125786975,-1.5912591519158,-1.41400682888643,-1.43634632101884,-1.42863834661436,-1.24965031782259,-0.863921266766097,-1.01659184569527,-0.551963640438208,-0.646849644217189,-0.902733053942089,-1.85516583149941,-0.454097209770133,-1.15528105769776,0.00585085034474688,0.704882550945026,-Inf,NA,-Inf,-Inf,0.29541286273823
"1949",-2.05415593421398,-3.18290558107897,-4.08079674967683,-4.85735642275503,-5.3527735523441,-5.72204828346309,-6.05376557330536,-5.97795619708319,-6.1247673944224,-6.39194211370511,-6.33621092018144,-6.63696507420057,-6.59733371956087,-6.58277742178666,-6.42286303724265,-6.40516346014325,-6.13210687691045,-5.89943246166149,-5.66533128828195,-5.6757782782466,-5.76960181569349,-5.53100633070578,-5.31444674847792,-5.28559859414026,-5.28717962213758,-5.48175955101069,-5.39526889262449,-5.41687570267217,-5.29651898460666,-5.47888047032713,-5.39570971255669,-5.47219467655933,-5.18820814386801,-5.22525279569103,-5.25086142539174,-5.11950194908337,-5.10918571782553,-5.04212596118763,-5.09260485696351,-5.04522673886587,-4.95458582824523,-5.01343922142899,-4.68963934261454,-4.87096031202377,-4.69443865374627,-4.61815411354639,-4.73425433939963,-4.61461464481609,-4.50840651755578,-4.4904139486899,-4.3339986656633,-4.52257688768424,-4.14831512149763,-4.2062598468506,-4.08304860248025,-4.08822333521716,-3.96173859767408,-3.95409578185005,-3.89187729973519,-3.85985759144747,-3.59564415265442,-3.83770434118585,-3.5658833634048,-3.46002424541443,-3.42166543030202,-3.24740390848274,-3.16204663188216,-3.11368282324007,-3.05978024836242,-3.0235969117023,-2.59531990908248,-2.90561738411173,-2.56167970859391,-2.60060036958562,-2.41320385346641,-2.2798651565578,-2.33477776081625,-2.09744259278939,-2.0219427413335,-2.01961912389597,-1.82319441031797,-2.03963638396294,-1.76498122819545,-1.74358092062873,-1.42277578954173,-1.39468950190827,-1.37613019174567,-1.28126430005617,-1.20663300619411,-1.4549929901861,-1.22943421236381,-1.45079021650099,-1.21633220131679,-0.956373416418058,-1.45645505710564,-1.0080278028417,-0.921484194585509,-0.988904436386668,-1.22124443729221,-0.650731576510145,-1.06048736798385,-1.28000827393557,-Inf,-0.4772683535706,0.322734012177321,-Inf,-Inf,-Inf,NA,-Inf,1.40649715343741
